Cement (kg/m3),Blast-furnace Slag (kg/m3),Fly Ash (kg/m3),Water (kg/m3),Super-plasticizer (kg/m3),Coarse Aggregate  (kg/m3),Fine Aggregate (kg/m3),Age of testing (day),Concrete compressive strength (MPa) 
372.03,0,0,154,0.83,908.13,792.55,231,159.04
389.55,0,0,187.18,15.16,1035.12,723.24,78,326.37
334.53,0,0,215.56,28.92,969.85,746.89,85,288.29
287.96,0,0,152.75,11.53,893.83,724.63,30,362.23
298.6,0,0,158.55,1.17,996.3,607.2,213,162.84
401.76,0,0,181.65,0.93,869.61,700.61,49,361.22
425.71,0,0,215.37,11.64,804.31,653.12,265,147.73
437.47,0,0,172.13,4.8,1029.31,629.53,145,247.13
436.89,0,0,185.51,0.7,987.12,887.02,69,352.27
227.36,0,0,152.91,22.69,1028.69,779.81,58,300.3
348.33,0,0,160.38,13.76,811.68,818.6,185,169.79
217.27,0,0,219.06,8.68,1051.14,694.61,62,301.9
364.86,0,0,217.56,27,985.86,717.94,308,136.48
332.46,0,0,150.35,3.48,969.02,671.08,296,131.33
466.31,0,0,216.63,28.68,987.38,629.09,166,232.29
305.27,0,0,194.74,9.42,1059.33,653.71,171,199.06
235.12,0,0,210.75,26.65,976.08,839.25,63,291.24
242.9,0,0,181.83,18.09,974.29,803.26,147,191.69
428.45,0,0,186.09,24.8,1097.2,764.08,306,153.25
385.47,0,0,184.22,29.52,1027.02,742.53,161,220.21
230.34,0,0,196.68,8.65,932.69,876.73,141,189.59
225.23,0,0,159.78,28.83,1012.22,621.82,334,108.14
410.29,0,0,152.1,11.68,916.77,684.18,97,279.72
221.83,0,0,171.56,11.57,868.66,704.98,221,133.16
446.56,0,0,199.33,10.21,979.06,834.73,43,420.28
411.87,0,0,164.13,16.24,1078.45,897.75,292,153.74
224.4,0,0,197.14,4.62,1078.74,672.2,108,239.16
225.45,0,0,217.89,16.61,902.57,862.29,266,122.62
495.99,0,0,156.57,16.25,958.3,849.19,95,315.69
312.28,0,0,197.08,22.86,863.49,667.4,262,133.89
311.19,0,0,181.06,25.01,1098.69,719.8,313,133.48
443.84,0,0,210.77,13.21,1094.34,722.9,71,371.99
484.17,0,0,162.4,9.07,994.85,893.47,219,194.67
495.8,0,0,198.48,7.78,1041.32,654.27,21,536.52
426.01,0,0,208.67,5.84,1014.53,839.75,92,313.23
312.88,0,0,216.12,1.73,977.95,700.26,127,230.95
225.05,0,0,197.83,10.27,816,819.26,80,232.71
433.14,0,0,184.8,8.11,936.43,726,312,140.14
367.52,0,0,193.25,28.99,1002.44,773.51,238,165.22
327.27,0,0,210.82,16.73,1003.26,849.78,182,191.02
471.91,0,0,189.94,10.42,911.94,841.25,25,475.35
233.36,0,0,152.13,17.41,1082.51,859.93,156,193.09
347.79,0,0,215.17,4.18,850.21,617.89,5,482.44
203.41,0,0,198.27,13.32,950.11,807.62,120,202.76
340.6,0,0,197.36,18.79,1007.27,642,277,144.58
216.89,0,0,165.1,14.67,1009.14,724.75,18,394.21
235.65,0,0,196.12,12.05,994.59,764.58,198,160.53
235.26,0,0,177.57,29.82,882.59,720.82,57,280.23
394.76,0,0,195.59,26.41,846.86,755.88,93,273.94
423.81,0,0,157.46,18.7,990.78,898.96,19,489.14
375.01,0,0,196.05,17.08,979.79,640.57,353,123.02
488.65,0,0,219.96,18.62,853.81,802.64,193,202.18
312.46,0,0,153.37,6.04,1011.54,718.8,237,154.69
285.71,0,0,218.4,11.85,936.55,639.9,277,131.43
460.58,0,0,178.48,1.18,1000.33,647.62,227,187.18
267.08,0,0,210.95,14.27,1051.21,884.78,233,155.28
488.97,0,0,204.77,16.29,850.92,863.88,40,420.57
203.65,0,0,189.69,6.83,805.74,872.11,323,94.92
490.96,0,0,201.69,28.92,1033.73,897.46,153,254.38
212.95,0,0,211.5,27.28,982.91,662.49,127,204.22
467.34,0,0,178.29,21.66,1009.89,706.63,237,183.37
358.31,0,0,172.89,16,1051.45,800.77,55,364
497.89,0,0,196.73,26.1,1040.84,745.14,172,238.61
222.14,0,0,206.55,3.92,1088.28,725.52,109,239.66
366.16,0,0,203.36,23.72,960.78,707.34,354,120.58
490.79,0,0,205.85,3.74,946.55,778.13,184,218.11
356.93,0,0,180.49,23.83,920.57,772.68,198,176.25
388.82,0,0,207.25,8.27,846.11,648.44,87,282.44
408.72,0,0,158.41,26.31,971.78,741.52,201,188.42
336.36,0,0,188.11,28.32,883.1,766.04,337,115.09
388.27,0,0,150.4,4.46,1076.39,771.09,322,138.8
375.29,0,0,172.72,13.88,974.96,663.03,275,147.07
470.35,0,0,175.65,29.43,977.85,822.68,211,195.89
213.63,0,0,177.73,14.5,906.48,607.56,118,199.52
284.29,0,0,198.68,25.91,815.6,706.45,191,155.91
485.12,0,0,177.2,17.66,809.52,834.06,42,400.34
467.08,0,0,181.41,11.26,927,769.17,42,418.36
336.7,0,0,166.63,8.57,825.37,678.35,315,116.27
386.04,0,0,176.13,6.1,982.05,808.49,276,149.24
283.21,0,0,165.91,22.85,1064.29,770.22,329,121.5
256.44,0,0,155.12,11.6,1064.87,838.87,17,430.57
339.11,0,0,192.24,15.34,997.71,820.51,283,141.11
306.01,0,0,196.77,14.77,863.37,783.03,258,134.42
375.1,0,0,193.36,17.32,1058.9,746.45,63,356.16
223.32,0,0,182.44,25.97,1065.83,639.95,62,301.81
492.32,0,0,176.59,29.42,859,678.4,100,293.47
495.86,0,0,210.43,12.23,1021.23,725.73,19,542.32
409.45,0,0,186.34,24.83,885.96,779.79,17,467.93
360.83,0,0,183.54,22.94,1040.79,754.11,325,132.78
292.86,0,0,151.79,17.21,1099.17,686.46,246,154.61
444.14,0,0,173.89,28.68,809.01,601.94,251,154.57
405.42,0,0,176.61,6.01,1069.21,748.87,81,330.96
248.79,0,0,177.92,3.28,986.79,685.69,39,345.85
473.28,0,0,190.61,25.62,1092.01,820.38,36,476.77
446.76,0,0,187.35,13.17,939.5,607.18,197,197.55
484.94,0,0,192.55,25.41,1054.22,775.45,158,249.79
417.72,0,0,203.54,26.79,818.72,882.44,204,176.19
384.02,0,0,206.91,1.87,900.58,652.32,196,183.07
325.47,0,0,200.27,26.5,820.1,741.49,216,151.91
479.82,0,0,216.89,13.45,1092.6,627.43,285,171.01
459.82,0,0,151.28,15.31,1045.09,787.7,196,209.09
213.57,0,0,163.7,18.8,1055.76,765.16,307,117.12
207.91,0,0,150.53,27.79,1081.39,722.21,152,189.63
312.94,0,0,195.32,0.57,825.53,756.41,14,416.19
443.17,0,0,212.86,14.31,915.68,868.97,325,137.05
496.18,0,0,167.04,20.63,821.31,658.89,146,234.34
245.13,0,0,214.89,21.68,863.24,606.77,57,285.31
378.24,0,0,154.22,20.78,868.81,858.5,211,166.36
314.27,0,0,215.41,4.03,940.73,773.14,268,139.58
490.97,0,0,174.61,8.98,880.57,867.2,210,191.36
452.64,0,0,157.1,10.76,830.29,779.08,17,471.41
451.5,0,0,184.01,24.13,850.25,843.05,286,145.48
340.61,0,0,167.97,8.36,844.18,728.9,344,110.54
324.45,0,0,169.94,6.32,1091.92,824.96,203,183.47
282.02,0,0,171.51,28.72,1027.79,873.91,99,256.49
216.91,0,0,206.21,0.27,1090.33,771.64,279,131.52
459.42,0,0,187.74,29.93,931.92,654.24,209,191.35
443.87,0,0,171.79,20.3,883.51,680.64,129,246.6
499.92,0,0,192.72,24.85,1039.49,659.59,335,149.22
498.99,0,0,200.13,8.84,897.88,674.06,288,156.79
366.63,0,0,169.08,0.43,889.82,691.92,252,147.93
430.7,0,0,178.95,22.14,869.75,766.54,265,151.79
483.43,0,0,158.53,25.02,838.9,776.4,271,154.23
454.89,0,0,162.68,22.21,876.94,727.95,188,197.03
274.2,0,0,197.68,4.29,906.6,784.63,214,151.54
335.16,0,0,162.7,22.6,1002.2,624.47,283,139.21
238.75,0,0,186.76,23.07,818.77,626.34,211,136.68
486.22,0,0,199.63,19.76,863.15,651.55,76,335.01
381.85,0,0,157.48,22.98,1042.71,755.42,148,230.75
268.59,0,0,189.71,25.38,844.08,664.2,321,107.14
401.51,0,0,167.96,18.41,902.79,684.99,213,173.93
385.44,0,0,217.4,2.66,1059.4,720.09,109,283.46
307.45,0,0,183.85,14.63,846.48,843.56,129,207.18
234.07,0,0,206.42,2.33,824.82,604.16,10,390.05
401.47,0,0,188.52,12.23,945.36,794.81,47,382.03
356.09,0,0,153.04,12.21,890.73,800.66,315,123.1
431.7,0,0,194.32,1.98,969.02,839.6,96,300.25
356.05,0,0,216.6,10.46,1041.14,879.83,103,280.18
455.65,0,0,192.11,3.33,841.14,606.04,342,127.6
365.57,0,0,207.34,24.25,974.21,646.14,146,224.33
368.28,0,0,211.89,28.43,951.65,865.85,27,431.04
463,0,0,165.97,2.17,843.22,737.56,220,176.2
321.04,0,0,164.84,28.65,987.2,769.38,18,440.95
240.2,0,0,192.77,15.68,882.09,798.91,167,167.24
208.63,0,0,178.77,8.99,946.35,803.72,82,244.17
426.54,0,0,208.79,2.31,824.68,879.52,72,316.84
386.09,0,0,213,15.02,937.88,899.08,310,135.33
411.22,0,0,174.74,23.84,891.94,816.05,254,154.82
263.89,0,0,166.58,21.21,1046.71,686.17,162,192.6
240.91,0,0,204.64,1.51,817.09,863.93,327,100.83
204.36,0,0,169.24,2.19,925.58,614.77,38,314.51
305.18,0,0,207.58,12.09,937.53,669.32,201,167.87
376.98,0,0,179.66,8.86,1017.5,869.22,200,188.98
317.67,0,0,196.73,6.97,972.29,676.86,255,146.84
331.24,0,0,156.69,8.43,1000.16,666.2,179,189.86
471.25,0,0,193.67,24.1,1033.11,641.44,35,466.82
304.48,0,0,181.62,27.88,1058.66,857.73,82,294.07
354.2,0,0,191.06,12.15,894.16,750.02,220,161.99
435.1,0,0,161.76,27.18,961.41,802.47,158,224.99
318.96,0,0,201.58,9.64,1052.03,671.72,4,525.79
386.63,0,0,210.4,14.29,1096.84,827.41,167,225.61
458.71,0,0,165.17,6.78,1066.86,828,204,206.57
484.86,0,0,156.7,19.21,911.44,693.78,194,202.29
244.12,0,0,151.65,29.37,858.55,723.2,235,129.22
477.98,0,0,194.94,18.1,946.82,662.91,206,198.99
347.63,0,0,192.5,10.73,1022.49,892.97,150,221.32
277.47,0,0,188.27,19.43,947.77,793.68,159,188.22
337.74,0,0,166.24,3.69,944.95,880.36,279,136.99
494.01,0,0,177.36,26.66,1051.47,691.02,304,159.9
347.79,0,0,191.61,15.09,908.42,834.57,166,195.02
298.63,0,0,184.77,13.48,1057.94,829.76,311,129.64
390.02,0,0,219.14,17.58,922.04,807.5,68,329.51
272.04,0,0,159.55,18.74,898.47,889.69,88,246.67
222.76,0,0,198.66,2.15,936.2,718.07,217,143.26
238.66,0,0,178.3,20.48,1028.73,639.22,1,481.64
238.41,0,0,179.97,7.26,837.8,801.51,135,182.99
245.57,0,0,200.23,21.42,858.93,818.79,185,155.79
241.65,0,0,198.47,24.68,1085.43,772.52,351,112.88
392.26,0,0,219.39,24.12,852.65,662.05,140,222.43
254.56,0,0,158.99,16.58,970.32,751.34,106,230.49
303.7,0,0,157.29,15.61,973.79,693.66,133,216.75
469.04,0,0,200.7,4.29,946.89,728.24,108,291.06
342.19,0,0,190.49,23.26,993.42,793.57,178,194.34
400.27,0,0,169.19,8.14,868.95,823.56,298,134.24
251.7,0,0,155.56,14.9,965.8,669.67,358,102.87
257.69,0,0,156,8.53,911.65,721.6,359,99.97
212.26,0,0,212.59,4.01,998.5,680.75,146,190.74
250.68,0,0,163.43,18.89,842.37,659.59,74,249.92
283.58,0,0,172.64,1.63,971.26,835.02,108,238.45
253.1,0,0,165.87,22.46,855.58,872.78,122,198.46
226.61,0,0,174.85,9.53,883.59,711.07,17,372.25
236.19,0,0,154.86,0,865.61,825.38,196,146.07
338.23,0,0,186.33,15.33,854.85,869.1,327,116.13
261.9,0,0,154.73,1.41,1047.71,853.84,318,120.17
309.28,0,0,206.02,8.29,885.71,654.84,297,123.95
351.03,0,0,166.36,21.21,1078.14,886.89,252,160.87
407.12,0,0,187.8,1.88,1090.98,713,119,278.1
211.79,0,0,211.61,25.18,971.38,701.77,162,175.4
439.82,0,0,195.56,0.11,842.9,618.73,198,186.53
388.37,0,0,187.31,7.4,912.36,745.85,45,375.05
224.53,0,0,172.7,22.23,1039.32,632.7,314,115.93
462.07,0,0,173.31,9.49,910.22,674.56,179,209.5
476.26,0,0,196.86,3.06,826.11,695.08,44,397.78
218.32,0,0,219.59,10.81,967.04,842.65,271,125.2
283.06,0,0,196.33,8.11,1053.54,862.65,78,294.81
441.86,0,0,189.04,25.28,1038.78,690.74,326,143.97
424.48,0,0,201.15,9.4,852.54,857.61,178,197.92
255.36,0,0,182.56,23.67,1001.83,857.17,357,107.02
262.8,0,0,154.21,26.76,866.15,829.4,3,434.01
311.14,0,0,189.36,13.01,865.46,644.01,214,154
345.36,0,0,217.03,27.3,1062.22,807.1,342,128.49
385.48,0,0,162.27,11.32,874.9,883.51,74,302.09
310.67,0,0,198.3,28.92,878.97,804.76,51,323.38
338.76,0,0,164.07,2.68,800.2,699.49,67,285.03
424.24,0,0,187.51,20.61,1061.2,750.17,332,141.06
211,0,0,156.77,14.81,1037.78,793.72,93,242.77
275.73,0,0,181.53,11.63,988.2,753.17,176,180.3
414,0,0,202.93,18.98,1025.08,635.99,145,243.09
468.56,0,0,174.33,21.12,845.61,693.62,7,531.43
353.5,0,0,196.54,0.13,937.5,840.72,269,144.35
359.63,0,0,205.68,5.01,905.37,858.43,322,125.18
232.15,0,0,214.9,21.39,828.13,641.19,4,413.12
334.22,0,0,166.42,19.99,945.84,885.72,138,217.05
359.79,0,0,177.95,28.98,1076.22,698.65,231,173.08
272.74,0,0,160.67,22.83,812.02,798.69,88,233.11
280.77,0,0,219.47,28.52,887.44,825.55,17,407.83
313.19,0,0,214.89,21.08,862.26,843.58,52,321.39
206.02,0,0,187.8,8.94,871.44,883.72,134,180.41
296.62,0,0,208.94,3.16,1072.53,693.88,211,174.07
263.43,0,0,186.47,23.45,940.42,857.55,325,112.07
298.25,0,0,193.65,19.32,939.89,639.51,219,156.33
235.93,0,0,156.24,1.45,1028.17,811.51,205,157.77
467.16,0,0,202.87,10.8,846.35,822.59,211,184.64
378.08,0,0,158.94,28.7,946.18,803.32,277,143.52
403.73,0,0,207.82,15.01,929,675.69,24,453.03
436.75,0,0,204.74,12.98,979.07,861.91,4,573.15
349.53,0,0,199.61,13.73,1099.87,650.66,152,229.73
226.08,0,0,152.53,6.27,1030.83,616.09,259,132.34
361.13,0,0,171.22,11.06,919.36,815.24,324,124.1
376.05,0,0,168.42,11.09,1048.27,742.64,357,125.44
423.63,0,0,175.21,1.57,851.21,854.73,168,203.17
329.5,0,0,156.13,23.03,809.14,715.02,176,170.48
238.27,0,0,215.59,12.5,861.33,650.48,310,108.26
285.13,0,0,188.77,24.67,902.12,850.93,291,122.31
308.92,0,0,171.39,25.51,953.17,764.67,56,323.27
393.78,0,0,177.79,6.36,984.54,656.76,108,272.53
371.23,0,0,181.3,19.72,1073.18,816.12,296,146.46
306.83,0,0,192.04,14.17,952.96,753.33,324,119.74
495.95,0,0,186.1,26.4,950.38,781.29,302,153.88
381.73,0,0,214.36,6.47,815.07,738.27,334,118.92
271.17,0,0,184.79,20.33,810.47,848.61,141,183.31
230.53,0,0,219.45,18.23,965.35,848.87,155,184.67
245.86,0,0,209.6,8.86,931.45,812.82,262,129.4
273.79,0,0,164.6,4.1,1051.75,631.62,273,137.4
248.2,0,0,215.14,19.55,848.2,851.66,232,134.17
255.97,0,0,158.15,22.16,807.49,801.3,241,125.03
285.53,0,0,207.22,9.47,934.71,809.11,355,108.29
252.01,0,0,176.64,19.34,871.24,708.89,337,102.28
469.03,0,0,211.46,11.85,814.88,863.78,258,158.54
224.07,0,0,210.76,21.4,1017.38,817.61,249,137.75
357.35,0,0,206.41,5.98,833.48,633.78,77,285.56
323.12,0,0,205.3,26.71,982.5,722.33,180,188.69
494.71,0,0,171.33,8.62,884.31,865.91,66,359.01
233.61,0,0,155.66,11.03,852.05,614.16,308,104.5
319.36,0,0,178.21,1.74,913.93,888.42,348,111.91
490.84,0,0,162.15,3.35,1040.43,803.75,171,235.76
459.65,0,0,198.65,15.48,917.63,789.41,22,483.64
445.12,0,0,174.23,8.03,1025.23,681.17,107,294.24
277.37,0,0,218.29,25.06,837.65,674.64,323,108.78
251.27,0,0,194.87,0.44,1031.83,882.62,227,152.68
400.59,0,0,207.57,11.37,871.08,689.48,216,171.72
478.81,0,0,159.28,10.12,1003.22,832.65,69,366.63
367.03,0,0,210.34,0.58,969.73,717.94,84,300.64
371.48,0,0,214.59,3.73,1078.74,641.78,103,290.27
283.99,0,0,184.09,12.41,916.2,603.21,39,346.37
430.85,0,0,192.44,14.79,819.85,763.28,13,479.83
256.11,0,0,203.54,12.13,805.75,892.73,297,109.7
297.1,0,0,162.24,15.93,1048.06,710.74,313,126.96
327.63,0,0,185.18,17.85,957.42,707.16,181,185.03
352.28,0,0,177.91,0.3,1032.57,703.23,268,151.28
272.72,0,0,160.25,13.92,870.33,756.16,13,403.62
234.45,0,0,175.73,28.9,903.53,732.2,120,202.47
383.19,0,0,154.77,15.57,809.03,863.97,353,110.99
286.59,0,0,151.81,20.33,1088.45,751.66,57,336.2
374.37,0,0,159.46,9.36,1000.36,752.33,40,397.25
246.31,0,0,217.42,23.22,1079.96,641.51,336,117.91
344.34,0,0,188.47,23.19,879.65,894.82,128,222.38
359.78,0,0,217.61,15.64,983.44,674.99,173,202.8
215.55,0,0,180.27,29.28,1003.55,622.01,35,344.43
300.98,0,0,171.83,3.77,895.26,798.94,259,134.64
240.32,0,0,185.43,0.51,1054.43,778.61,5,473.89
219.01,0,0,180.77,23.1,1084.15,724.54,218,154.61
496.99,0,0,157.4,24.21,1065.46,726.66,11,583.87
296.71,0,0,194.86,3.61,1021.72,835.52,327,122.56
442.96,0,0,165.12,7.97,883.24,658.71,117,259.62
276.39,0,0,193.37,0.53,884.48,846.08,184,165.43
404.45,0,0,195.51,8.8,1089.01,794.62,362,131.61
428.07,0,0,160.64,23.19,803.09,725.69,116,244.78
378.69,0,0,154.29,15.54,1014.81,737.41,162,214.41
341.47,0,0,204.65,10.44,1011.87,676.99,67,328.66
323.55,0,0,182.19,11.15,986.81,825.63,200,175.35
304.66,0,0,154.07,0.04,1097.03,753.86,31,414.29
478.86,0,0,219.64,8.99,893.56,696.26,75,342.21
449.19,0,0,154.04,19.39,901.99,778.82,237,169.12
489.51,0,0,198.65,29.23,823.68,898.72,327,135.62
237.29,0,0,218.86,25.41,932.84,730.58,66,279.96
419.26,0,0,166.74,0.71,878.31,876.21,70,322.57
481.5,0,0,159.96,26.96,903.02,703.51,297,148.73
254.37,0,0,158.5,23.5,1050.37,616.42,20,415.22
219.95,0,0,171.23,23.41,1080.65,661.27,226,150.07
422.34,0,0,157.07,13.74,855.72,725.61,199,180.88
372.34,0,0,198.45,11.94,911.75,665.89,39,385.63
452.55,0,0,154.36,9.09,1078.59,600.07,145,255.32
241.93,0,0,185.66,1.97,818.54,874.5,45,295
438.58,0,0,219.77,6.85,827.71,853.16,326,130.3
260.49,0,0,206.98,7.4,848.84,822.69,91,236.63
249.1,0,0,193.07,14.52,978.56,650.34,238,142.28
249.28,0,0,171.44,22.42,845.14,636.11,70,256.63
444.37,0,0,193.67,14.21,1090.42,620.28,166,237.51
399.56,0,0,186.89,1.74,934.01,817.21,130,242.27
356.92,0,0,179.83,28.73,950.46,878.64,214,170.01
307.65,0,0,159.15,28.28,874,729.16,340,108.46
463.16,0,0,212.06,23.56,941.29,635.74,89,318.26
317.73,0,0,181.48,29.74,998.57,753.72,335,120.69
444.98,0,0,163.62,16.33,1025.35,704.65,252,172.3
331.74,0,0,175.74,28.88,1026.16,712.45,349,120.4
313.08,0,0,178.99,2.27,973.37,786.4,72,299.74
338.8,0,0,207.93,10.97,1071.31,815.62,165,213.48
290.41,0,0,201.35,6.76,1045.22,633.18,49,354.19
424.28,0,0,203.85,5.87,1027.11,610.68,52,396.83
350.82,0,0,150.77,4.22,816.68,898.3,289,124.79
269.66,0,0,179.13,18.67,802.06,669.82,278,115.69
469.87,0,0,183.69,23.44,863.73,616.15,114,269.44
315.17,0,0,151.34,17.35,999.06,656.96,239,152.87
363.07,0,0,168.19,4.41,923.36,611.69,133,226.72
471.94,0,0,203.22,24.33,920.72,717.54,274,160.11
387.27,0,0,159.6,19.08,1065.38,840.72,166,219.15
235.07,0,0,187.47,11.64,1068.67,702.37,293,126.86
481.95,0,0,165.06,20.22,1072.75,733.26,243,187.46
388.31,0,0,150.85,7.8,894.16,802.68,320,126.43
300.47,0,0,166.88,10.36,1007.32,752.67,138,216.53
241.78,0,0,218.31,27.52,881.49,858.43,79,252.4
438.21,0,0,206.11,8.72,857.18,859.81,170,207.73
386.02,0,0,217.17,14.1,855.39,602.97,123,238.1
360.04,0,0,184.15,26.7,902.63,833.41,176,189.24
468.17,0,0,157.68,21.23,928.99,738.22,300,147.52
436.58,0,0,188.36,1.87,1049.28,896.65,82,337.53
245.5,0,0,181.81,4.42,835.97,744.97,87,232.21
293.52,0,0,209.1,0.24,1020.48,896.07,225,161.25
274.55,0,0,156.87,18.93,959.44,826.37,16,416.37
423.18,0,0,184.18,13.43,886.38,674.58,310,135.61
210.06,0,0,160.5,4.03,947.85,761.52,358,96.57
370.97,0,0,172.73,28.74,889.98,897.64,163,198.74
428.74,0,0,201.61,15.89,978.82,857.26,98,298.19
463.03,0,0,183.32,7.26,930.15,629.21,156,231.71
302.62,0,0,176.31,15.02,849.32,811.91,2,461.65
446.38,0,0,177.61,20.39,834.97,703.67,350,122.85
233.19,0,0,182.16,2.29,964.01,602.09,169,173.02
453.94,0,0,204.95,8.24,1070.72,721.04,315,152.81
238.25,0,0,212.45,24.21,903.19,670.43,325,107.1
319.19,0,0,216.87,13.79,1019.9,845.66,92,281.34
439.19,0,0,205.08,16.4,997.6,701.2,181,214.59
244.98,0,0,172.08,12.98,1079.47,848.26,231,152.44
268.78,0,0,198.17,1.32,1046.29,600.18,301,128.36
416.68,0,0,180.63,4.97,969.98,692.35,148,232.61
416.01,0,0,167.83,13.37,997.11,672.35,280,153.06
392.34,0,0,208.86,6.28,1069.52,670.07,189,206.82
408.18,0,0,152.69,1.5,919.86,620.46,347,123.34
362.82,0,0,213.12,25.31,898.04,656.14,350,117.44
275.54,0,0,182.3,29.44,803.24,766.66,314,106.59
303.71,0,0,194.6,23.79,1047.97,687.41,128,234.36
254.48,0,0,196.15,25.61,1040.29,725.22,7,469.84
472.54,0,0,212.66,7.26,831.34,713.06,47,391.22
375.02,0,0,194.57,28.82,973.06,862.77,53,362.35
320.26,0,0,192.98,5.91,939.19,871.59,187,178.47
338.6,0,0,154.67,28.54,835.61,747.89,38,350.25
484.19,0,0,186.29,29.84,1094.17,699.05,226,200.78
246.01,0,0,160.51,21.35,864.41,632.04,53,286.25
375.87,0,0,201.62,29.43,820.17,886.02,224,157.54
351.77,0,0,185.86,17.09,978.45,618.07,154,212.96
383.44,0,0,197.62,7.79,1021.66,689.3,48,388.98
205.43,0,0,152.92,13.11,809.73,689.42,351,87.83
461.64,0,0,155.94,17.81,997.62,696.12,147,245.57
479.64,0,0,200.14,2.19,959.69,649.29,64,375.37
369.54,0,0,155.05,18.67,830.98,834.95,349,111.6
409,0,0,154.99,29.44,851.76,636.75,182,188.1
476.75,0,0,150.85,5.7,970.39,790.47,125,269.8
412.17,0,0,216.96,23.78,888.91,637.15,179,199.35
245.76,0,0,201.63,27.24,1081.49,621.16,39,367.53
372.89,0,0,174.73,28.31,1045.62,872.83,260,158.6
382.01,0,0,170.76,28.8,1095.07,657.04,3,573.24
327.24,0,0,174.48,15.64,877.9,846.38,64,301.11
420.93,0,0,204.23,29.32,1090.92,763.39,29,480.01
480.31,0,0,196.3,22.72,929.37,623.36,11,545.15
477.67,0,0,162.96,4.85,904.26,886.63,97,299.61
335.25,0,0,162.19,14.31,815.1,674.09,358,104.24
233.97,0,0,156.89,21.55,815.83,857.89,203,137.11
495.45,0,0,196.22,7.42,1007.6,650.64,21,527.62
451.67,0,0,203.51,19.22,937.38,856.18,39,425.87
237.4,0,0,168.55,20,867.96,603.97,223,134.84
476.25,0,0,151.47,4.88,984.19,753.53,102,302.5
460.97,0,0,155.75,16.95,875.86,830.83,46,390.17
355.65,0,0,217.75,23.15,973.29,880.44,66,329.98
377.38,0,0,170.68,14.97,907.76,872.76,91,278.61
319.7,0,0,203.85,0.36,1047.07,845.89,164,207.08
216.43,0,0,193.73,0.27,1046.21,866.46,111,228.65
300.56,0,0,176.74,10.71,943.21,659.77,338,113.72
440.86,0,0,164.4,27.79,905.25,685.26,123,254.52
201.39,0,0,158.5,6.86,908.77,686.69,193,144.99
300.05,0,0,193.05,19.03,1041.71,713.12,99,266.43
319.45,0,0,204.22,6.66,898.45,718,291,128.32
361.22,0,0,195.07,9.65,862.72,763.37,159,198.49
475.96,0,0,187.12,25.44,825.41,647.96,103,280.47
303.9,0,0,152.94,21.87,940.01,807.37,281,129.62
304.09,0,0,217.79,2.86,944.64,650.27,43,356.13
421.25,0,0,205.91,12.86,1052.27,693.09,84,330.96
335.67,0,0,170.5,0.88,866.37,751,191,170.23
267.38,0,0,218.6,14.43,914.3,838.93,51,316.37
335.73,0,0,192.13,19.87,1042.52,821.84,210,177.94
242.26,0,0,190.77,3.56,1047.09,793.66,126,220.11
252.92,0,0,202.37,8.67,915.38,646.73,69,275.98
349.51,0,0,206.82,11.94,937.74,764.11,265,145.7
325.68,0,0,195.95,27.59,890.99,626.23,258,139.81
474.45,0,0,158.97,29.8,1079.77,713.21,188,221.84
308.72,0,0,173.68,1.35,835.59,724.05,230,142.6
374.18,0,0,214.97,22.83,1080.12,611.94,189,204.29
389.68,0,0,165.72,11.15,1005.16,682.2,10,516.31
203.93,0,0,176.05,11.77,959.47,886.69,114,207.86
399.06,0,0,180.25,22.63,809.8,886.09,76,293.92
253.41,0,0,180.76,27.55,942.68,705.7,164,177.89
488.32,0,0,192.91,28.53,922.32,612.93,85,328.02
244.6,0,0,216.02,17.31,848.37,653.73,49,297.72
324.39,0,0,166.85,10.71,996.92,717.67,326,123.6
225.6,0,0,158.51,23.63,1091.35,884.33,177,178.08
499.06,0,0,163.82,7.53,968.66,642.36,218,195.73
350.66,0,0,212.08,16.92,1014.43,829.05,189,192.49
378.62,0,0,195.21,10.76,820.54,632.6,346,114.76
220.12,0,0,170.01,19.7,925.3,894.38,230,134.15
424.99,0,0,207.12,7.21,834.91,714.48,255,153.95
262.97,0,0,210.3,5.75,983.84,832.57,236,147.23
469.42,0,0,209.26,27.55,1081.54,702.78,26,513.16
261.54,0,0,214.32,3.05,998.53,788.3,72,290.23
257.21,0,0,167.66,15.18,823.04,657.6,261,120.22
210.96,0,0,202.85,6.63,906.4,643.81,254,123.94
341.62,0,0,182.24,1.17,965.2,881.42,271,143.11
369.45,0,0,208.94,1.08,920.96,875.29,123,242.02
219.71,0,0,200.99,5.26,1050.09,866.24,144,199.5
432.66,0,0,204.35,26,1044.4,787.63,257,171.56
335.99,0,0,195.93,8.47,983.55,842.48,144,219.43
357.32,0,0,162.42,28.51,912.04,620.71,259,144.58
332.23,0,0,188.15,17.45,876.6,700.44,47,339.51
320.23,0,0,218.93,13.1,831.76,694.11,351,107.49
367.89,0,0,215.62,17.4,906.47,790.69,13,473.39
246.57,0,0,153.02,15.5,923.95,706.79,208,147.71
254.58,0,0,161.54,22.76,1002.75,644.55,311,117.94
458.54,0,0,159.22,8.47,997.45,778.94,235,180.83
483.83,0,0,200.82,10.59,821.03,844.32,149,231.42
311.99,0,0,207.24,26.82,918.58,714.64,322,119.17
281.22,0,0,164.95,28.39,854.53,639.68,155,179.08
